證券名稱,簡稱,年月日,外資買賣超(千股),外資買賣超市值(百萬),投信買賣超(千股),投信買賣超市值(百萬),自營買賣超(千股),自營買賣超市值(百萬)
M2600  ,航運業類指數 ,20010320,    -3127,   -37.07,     -610,    -6.32,     -854,    -9.97
M2500  ,建材營造類指數,20010320,      -70,    -0.85,        0,     0.00,     -303,    -1.11
M2000  ,鋼鐵工業類指數,20010320,    -1336,   -26.82,       24,     0.80,      140,     1.28
M1800  ,玻璃陶瓷類指數,20010320,       23,     0.68,      -36,    -1.06,       21,     1.50
M1900  ,造紙工業類指數,20010320,      -30,    -0.25,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010321,    -9033,  -103.86,    -1079,   -11.40,     -301,    -3.55
M2500  ,建材營造類指數,20010321,    -1091,    -8.74,        1,     0.01,      303,     1.04
M2000  ,鋼鐵工業類指數,20010321,     4810,    98.26,    -1914,   -41.98,      331,     0.77
M1800  ,玻璃陶瓷類指數,20010321,      -29,    -0.85,     -264,    -7.74,      -51,     0.27
M1900  ,造紙工業類指數,20010321,      -27,    -0.18,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010322,     -451,   -13.50,     -600,    -9.06,     -197,    -2.30
M2500  ,建材營造類指數,20010322,     1611,    11.04,        0,     0.00,     1146,     6.72
M2000  ,鋼鐵工業類指數,20010322,    -4242,   -87.49,    -2248,   -39.41,      411,     3.42
M1800  ,玻璃陶瓷類指數,20010322,       94,     2.88,        0,    -1.89,     -118,     0.01
M1900  ,造紙工業類指數,20010322,      247,     2.38,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010323,     -536,   -12.93,     -420,    -7.88,      206,     2.38
M2500  ,建材營造類指數,20010323,      987,     6.40,        0,     0.00,      324,     1.88
M2000  ,鋼鐵工業類指數,20010323,    -5635,  -114.38,    -1987,   -36.24,      357,     1.28
M1800  ,玻璃陶瓷類指數,20010323,      185,     5.31,        0,     0.00,     -198,    -1.64
M1900  ,造紙工業類指數,20010323,      185,     1.54,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010326,     -684,   -10.23,     -675,    -8.61,      -56,    -1.09
M2500  ,建材營造類指數,20010326,       14,     0.02,     -391,    -3.48,     -233,    -1.95
M2000  ,鋼鐵工業類指數,20010326,    -3931,   -78.82,     -503,    -9.67,       25,    -1.82
M1800  ,玻璃陶瓷類指數,20010326,       38,     0.72,     -190,    -3.90,     -241,    -3.04
M1900  ,造紙工業類指數,20010326,       28,     0.26,      -20,    -0.17,        0,     0.00
M2600  ,航運業類指數 ,20010327,     -156,    -2.57,    -1548,   -25.16,     -363,    -6.56
M2500  ,建材營造類指數,20010327,     -138,    -1.09,        0,     0.00,     -241,    -1.83
M2000  ,鋼鐵工業類指數,20010327,    -4023,   -80.66,    -1100,   -27.39,    -2040,     1.75
M1800  ,玻璃陶瓷類指數,20010327,      -41,    -1.22,        0,     0.00,     -350,    -2.95
M1900  ,造紙工業類指數,20010327,      -33,    -0.30,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010328,     -280,    -5.63,      493,     7.27,     -119,    -2.15
M2500  ,建材營造類指數,20010328,       15,     0.04,        0,     0.00,     -225,    -3.38
M2000  ,鋼鐵工業類指數,20010328,    -3206,   -63.48,    -1928,   -38.17,      241,     5.41
M1800  ,玻璃陶瓷類指數,20010328,        0,     0.00,        0,     0.00,     1008,    13.35
M1900  ,造紙工業類指數,20010328,        0,     0.00,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010329,      623,     8.99,     -547,    -6.60,       32,     0.64
M2500  ,建材營造類指數,20010329,     1365,    10.37,      300,     1.78,     -332,    -2.77
M2000  ,鋼鐵工業類指數,20010329,    -2518,   -50.88,    -1111,   -21.27,     -444,    -8.66
M1800  ,玻璃陶瓷類指數,20010329,      310,     9.21,      -43,    -1.31,      675,     8.65
M1900  ,造紙工業類指數,20010329,      292,     2.48,       -2,    -0.02,      350,     4.04
M2600  ,航運業類指數 ,20010330,     -888,   -14.38,    -1417,   -18.32,     -362,    -4.95
M2500  ,建材營造類指數,20010330,     -310,    -3.62,      898,     5.52,      281,     1.63
M2000  ,鋼鐵工業類指數,20010330,    -6660,  -128.54,      -46,    -0.41,     -765,    -6.60
M1800  ,玻璃陶瓷類指數,20010330,     -136,    -4.08,       50,     1.50,      805,    13.35
M1900  ,造紙工業類指數,20010330,     -197,    -1.62,     -200,    -1.60,      509,     5.81
M2600  ,航運業類指數 ,20010402,     -227,    -4.03,    -1451,   -15.93,      369,     3.55
M2500  ,建材營造類指數,20010402,      -54,    -0.56,     -199,    -2.14,     1371,     8.61
M2000  ,鋼鐵工業類指數,20010402,    -1764,   -33.60,      510,    10.70,     -222,    -2.09
M1800  ,玻璃陶瓷類指數,20010402,      -91,    -2.58,        0,     0.00,      200,     5.57
M1900  ,造紙工業類指數,20010402,      -46,    -0.38,        3,     0.03,      450,     4.91
M2600  ,航運業類指數 ,20010403,      217,     4.37,     -400,    -6.63,     -293,    -3.91
M2500  ,建材營造類指數,20010403,      -93,    -0.60,     -100,     0.45,        0,     0.00
M2000  ,鋼鐵工業類指數,20010403,     -906,   -17.06,     -350,    -5.45,      195,     3.71
M1800  ,玻璃陶瓷類指數,20010403,      -24,    -0.66,     -500,   -13.65,      -93,    -2.54
M1900  ,造紙工業類指數,20010403,      100,     1.05,     -100,    -0.76,      150,     1.58
M2600  ,航運業類指數 ,20010404,     -484,    -7.33,     -333,    -5.93,      -90,    -1.44
M2500  ,建材營造類指數,20010404,     -634,    -3.81,     1030,     6.15,     1485,     8.31
M2000  ,鋼鐵工業類指數,20010404,   -11368,  -213.06,        0,     0.00,       78,     1.47
M1800  ,玻璃陶瓷類指數,20010404,     -117,    -3.22,      250,     6.88,      298,     4.33
M1900  ,造紙工業類指數,20010404,      -80,    -0.64,        0,     0.00,       19,     0.22
M2600  ,航運業類指數 ,20010406,    -2296,    17.05,       -3,    -0.04,      -94,    -1.57
M2500  ,建材營造類指數,20010406,     -935,    -5.59,       79,     0.95,      -56,    -0.47
M2000  ,鋼鐵工業類指數,20010406,     1983,    37.83,     -250,    -4.73,     -131,    -2.48
M1800  ,玻璃陶瓷類指數,20010406,     -147,    -4.12,     -205,    -5.74,     -167,    -1.62
M1900  ,造紙工業類指數,20010406,      -68,    -0.72,        0,     0.00,      131,     1.77
M2600  ,航運業類指數 ,20010409,      805,    18.16,       -1,    -0.02,     -200,    -3.68
M2500  ,建材營造類指數,20010409,     -596,    -3.86,        0,     0.00,      189,     1.03
M2000  ,鋼鐵工業類指數,20010409,      645,    12.70,     -536,    -9.86,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010409,     -144,    -3.97,       -1,    -0.03,      -30,     0.18
M1900  ,造紙工業類指數,20010409,      -82,    -0.68,       -1,    -0.01,     -160,    -1.02
M2600  ,航運業類指數 ,20010410,     3366,    48.62,    -1054,   -17.33,     -170,    -4.23
M2500  ,建材營造類指數,20010410,      364,    13.53,        0,     0.00,       -6,    -0.05
M2000  ,鋼鐵工業類指數,20010410,     2785,    52.36,    -2550,   -46.41,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010410,      -85,    -2.30,     -134,    -3.62,       40,     1.18
M1900  ,造紙工業類指數,20010410,     -125,    -1.09,        0,     0.00,     -289,    -2.83
M2600  ,航運業類指數 ,20010411,     2936,    29.76,    -1172,   -18.86,       12,     0.07
M2500  ,建材營造類指數,20010411,      765,     9.64,        9,     0.06,      872,     5.54
M2000  ,鋼鐵工業類指數,20010411,     3072,    56.13,     -150,    -2.78,      -30,    -0.19
M1800  ,玻璃陶瓷類指數,20010411,      144,     3.85,     -347,    -9.27,     -200,    -0.14
M1900  ,造紙工業類指數,20010411,       81,     0.67,        0,     0.00,     -621,    -5.68
M2600  ,航運業類指數 ,20010412,     1191,    11.79,     -100,    -1.00,       77,     1.25
M2500  ,建材營造類指數,20010412,     -139,    -0.80,       85,     0.98,        0,     0.00
M2000  ,鋼鐵工業類指數,20010412,    -8647,  -148.95,        0,     0.00,      -50,    -0.32
M1800  ,玻璃陶瓷類指數,20010412,      -26,    -0.68,        0,     0.00,      -50,    -0.35
M1900  ,造紙工業類指數,20010412,    -1038,   -11.85,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010413,      749,    -4.45,     -299,    -3.02,      250,     2.72
M2500  ,建材營造類指數,20010413,      689,    11.46,      200,     2.34,     -109,    -1.14
M2000  ,鋼鐵工業類指數,20010413,    -1631,   -28.00,     -997,   -18.18,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010413,     -134,    -3.62,       -7,    -0.21,      188,     3.18
M1900  ,造紙工業類指數,20010413,    -1658,   -18.56,        0,     0.00,     -570,    -5.56
M2600  ,航運業類指數 ,20010416,      -29,   -10.99,        0,     0.00,        0,     0.00
M2500  ,建材營造類指數,20010416,      772,   -27.11,        0,     0.00,      231,     2.20
M2000  ,鋼鐵工業類指數,20010416,     2910,    48.04,     -850,   -15.81,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010416,     -130,    -3.47,        0,     0.00,      -20,    -0.53
M1900  ,造紙工業類指數,20010416,     -815,    -9.07,        0,     0.00,     -410,    -4.02
M2600  ,航運業類指數 ,20010417,      845,     9.74,     -102,    -1.88,        0,     0.00
M2500  ,建材營造類指數,20010417,      243,     2.10,        0,     0.00,      373,     2.20
M2000  ,鋼鐵工業類指數,20010417,     1919,    32.22,       79,     1.46,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010417,      -21,    -0.56,        0,     0.00,      -50,    -0.31
M1900  ,造紙工業類指數,20010417,       66,     0.72,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010418,       80,   -21.93,        0,     0.00,       30,     0.50
M2500  ,建材營造類指數,20010418,      469,     0.11,        0,     0.00,     1079,     6.80
M2000  ,鋼鐵工業類指數,20010418,     2169,    34.99,     1579,    29.53,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010418,      177,     4.81,       50,     1.36,     -243,    -1.48
M1900  ,造紙工業類指數,20010418,    -1338,   -15.48,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010419,     2299,    18.19,       -7,    -0.09,     -300,    -3.68
M2500  ,建材營造類指數,20010419,      658,     4.77,        0,     0.00,        0,     0.00
M2000  ,鋼鐵工業類指數,20010419,    -1805,   -33.58,      115,     2.22,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010419,      206,     5.58,      -72,    -1.93,     -409,    -2.79
M1900  ,造紙工業類指數,20010419,    -2207,   -24.56,       -5,    -0.07,        0,     0.00
M2600  ,航運業類指數 ,20010420,     -388,    -2.89,        0,     0.00,     -569,    -8.06
M2500  ,建材營造類指數,20010420,       70,     0.45,     -757,    -4.09,     -308,    -2.37
M2000  ,鋼鐵工業類指數,20010420,    -1879,   -27.82,     -977,   -17.98,     -391,    -3.53
M1800  ,玻璃陶瓷類指數,20010420,       18,     0.49,     -348,    -9.43,     -300,    -1.85
M1900  ,造紙工業類指數,20010420,    -1072,   -11.82,        0,     0.00,        0,     0.00
M2600  ,航運業類指數 ,20010423,      709,    12.30,     -517,    -4.54,      -61,    -1.03
M2500  ,建材營造類指數,20010423,      178,     0.77,        0,     0.00,      209,     1.05
M2000  ,鋼鐵工業類指數,20010423,    -1595,   -29.01,       -6,    -0.07,     -259,    -2.33
M1800  ,玻璃陶瓷類指數,20010423,       30,     0.80,     -674,   -17.93,        0,     0.00
M1900  ,造紙工業類指數,20010423,    -1023,   -11.29,       -1,     0.00,      300,     2.33
M2600  ,航運業類指數 ,20010424,     -664,    -5.09,        0,     0.00,       30,     0.49
M2500  ,建材營造類指數,20010424,       68,    24.93,        0,     0.00,       54,     0.25
M2000  ,鋼鐵工業類指數,20010424,    -1642,   -29.44,      100,     1.87,     -130,    -0.36
M1800  ,玻璃陶瓷類指數,20010424,      202,     5.45,      835,     9.49,      210,     5.67
M1900  ,造紙工業類指數,20010424,      110,     0.88,        0,     0.00,        2,     0.02
M2600  ,航運業類指數 ,20010425,    -2202,   -30.72,       -6,    -0.05,      -30,    -0.48
M2500  ,建材營造類指數,20010425,    -1035,    -6.97,     -455,    -2.37,      -83,    -0.47
M2000  ,鋼鐵工業類指數,20010425,     6614,   132.72,      -16,    -0.07,     -400,    -4.40
M1800  ,玻璃陶瓷類指數,20010425,     -147,    -3.94,       -4,    -0.03,      -10,    -0.27
M1900  ,造紙工業類指數,20010425,     -122,    -0.93,       -5,    -0.03,       -2,    -0.02
M2600  ,航運業類指數 ,20010426,    -3230,   -54.33,        0,     0.00,      -33,    -0.59
M2500  ,建材營造類指數,20010426,     -850,    -6.24,       32,     0.25,        0,     0.00
M2000  ,鋼鐵工業類指數,20010426,      726,    16.79,     1000,    19.00,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010426,        2,     0.05,        0,     0.00,       50,     1.36
M1900  ,造紙工業類指數,20010426,      581,     3.66,        0,     0.00,      100,     0.76
M2600  ,航運業類指數 ,20010427,    -1804,   -32.48,       -8,    -0.07,        0,     0.00
M2500  ,建材營造類指數,20010427,     -811,    -4.58,        3,     0.02,        0,     0.00
M2000  ,鋼鐵工業類指數,20010427,     2757,    60.59,      192,     3.71,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010427,     -260,    -7.13,       -2,    -0.02,      -30,    -0.83
M1900  ,造紙工業類指數,20010427,       -9,     0.45,       -6,    -0.05,        0,     0.00
M2600  ,航運業類指數 ,20010430,      842,    12.90,        0,     0.00,      107,     1.74
M2500  ,建材營造類指數,20010430,      534,     2.79,      295,     2.41,        0,     0.00
M2000  ,鋼鐵工業類指數,20010430,     1541,    29.11,      446,     8.57,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010430,      211,     5.78,      -25,    -0.69,      809,     5.25
M1900  ,造紙工業類指數,20010430,       47,     0.36,        0,     0.00,      165,     1.19
M2600  ,航運業類指數 ,20010502,    -2392,   -25.26,        0,     0.00,      -82,    -1.81
M2500  ,建材營造類指數,20010502,     -182,    -0.94,        0,     0.00,       22,     0.17
M2000  ,鋼鐵工業類指數,20010502,     6694,   127.40,      800,    15.20,      121,     2.30
M1800  ,玻璃陶瓷類指數,20010502,      -12,    -0.32,        0,     0.00,      627,     1.91
M1900  ,造紙工業類指數,20010502,     -137,    -0.91,        0,     0.00,      612,     4.16
M2600  ,航運業類指數 ,20010503,      735,    15.36,      100,     0.95,      -46,    -1.29
M2500  ,建材營造類指數,20010503,      588,     3.62,        0,     0.00,      341,     1.56
M2000  ,鋼鐵工業類指數,20010503,     4610,    86.25,        0,     0.00,     -129,     3.47
M1800  ,玻璃陶瓷類指數,20010503,      421,     5.06,     -800,    -8.96,     1008,     9.30
M1900  ,造紙工業類指數,20010503,      168,     1.48,        0,     0.00,      140,     0.96
M2600  ,航運業類指數 ,20010504,      348,     5.45,      250,     3.06,     -660,   -10.33
M2500  ,建材營造類指數,20010504,     -942,    -5.21,       -3,    -0.01,     -370,    -2.20
M2000  ,鋼鐵工業類指數,20010504,    -1488,   -26.56,        0,     0.00,     -392,    -7.27
M1800  ,玻璃陶瓷類指數,20010504,     -266,    -5.87,     -100,    -1.05,      250,     0.31
M1900  ,造紙工業類指數,20010504,     -171,    -1.02,        0,     0.00,      -14,    -0.14
M2600  ,航運業類指數 ,20010507,    -1220,   -18.73,      111,     1.17,     -152,    -2.54
M2500  ,建材營造類指數,20010507,      -52,    -0.14,     -222,    -0.91,       30,     0.09
M2000  ,鋼鐵工業類指數,20010507,      649,    20.90,      -31,    -0.58,        0,     0.00
M1800  ,玻璃陶瓷類指數,20010507,       -2,    -0.26,       -4,    -0.10,      218,     2.41
M1900  ,造紙工業類指數,20010507,       22,     0.36,       -6,    -0.08,      100,     0.67
M2600  ,航運業類指數 ,20010508,      475,     6.05,        0,     0.00,     -234,    -4.04
M2500  ,建材營造類指數,20010508,      509,     2.46,     -355,    -1.38,    -1613,    -9.07
M2000  ,鋼鐵工業類指數,20010508,     4294,    89.67,        0,     0.00,      154,     2.86
